date,vol_title,vol_num,page_num,session,year,image_url
1930-07-01,AU NBAC N193-119,119,1,M,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0001.jpg
1930-07-01,AU NBAC N193-119,119,2,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0002.jpg
1930-07-01,AU NBAC N193-119,119,3,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0003.jpg
1930-07-01,AU NBAC N193-119,119,4,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0004.jpg
1930-07-01,AU NBAC N193-119,119,5,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0005.jpg
1930-07-02,AU NBAC N193-119,119,6,M,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0006.jpg
1930-07-02,AU NBAC N193-119,119,7,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0007.jpg
1930-07-02,AU NBAC N193-119,119,8,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0008.jpg
1930-07-02,AU NBAC N193-119,119,9,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0009.jpg
1930-07-02,AU NBAC N193-119,119,10,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0010.jpg
1930-07-03,AU NBAC N193-119,119,11,M,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0011.jpg
1930-07-03,AU NBAC N193-119,119,12,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0012.jpg
1930-07-03,AU NBAC N193-119,119,13,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0013.jpg
1930-07-03,AU NBAC N193-119,119,14,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0014.jpg
1930-07-03,AU NBAC N193-119,119,15,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0015.jpg
1930-07-04,AU NBAC N193-119,119,16,M,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0016.jpg
1930-07-04,AU NBAC N193-119,119,17,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0017.jpg
1930-07-04,AU NBAC N193-119,119,18,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0018.jpg
1930-07-04,AU NBAC N193-119,119,19,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0019.jpg
1930-07-04,AU NBAC N193-119,119,20,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0020.jpg
1930-07-05,AU NBAC N193-119,119,21,M,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0021.jpg
1930-07-05,AU NBAC N193-119,119,22,M,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0022.jpg
1930-07-07,AU NBAC N193-119,119,23,M,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0023.jpg
1930-07-07,AU NBAC N193-119,119,24,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0024.jpg
1930-07-07,AU NBAC N193-119,119,25,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0025.jpg
1930-07-07,AU NBAC N193-119,119,26,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0026.jpg
1930-07-07,AU NBAC N193-119,119,27,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0027.jpg
1930-07-08,AU NBAC N193-119,119,28,M,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0028.jpg
1930-07-08,AU NBAC N193-119,119,29,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0029.jpg
1930-07-08,AU NBAC N193-119,119,30,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0030.jpg
1930-07-08,AU NBAC N193-119,119,31,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0031.jpg
1930-07-08,AU NBAC N193-119,119,32,A,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0032.jpg
1930-07-09,AU NBAC N193-119,119,33,M,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0033.jpg
1930-07-09,AU NBAC N193-119,119,34,N,1930,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-119&files=N193-119_0034.jpg
