date,vol_title,vol_num,page_num,session,year,image_url
1926-01-07,AU NBAC N193-101,101,1,M,1926,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-101&files=N193-101_0001.jpg
1926-01-07,AU NBAC N193-101,101,2,N,1926,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-101&files=N193-101_0002.jpg
1926-01-07,AU NBAC N193-101,101,3,N,1926,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-101&files=N193-101_0003.jpg
1926-01-07,AU NBAC N193-101,101,4,A,1926,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-101&files=N193-101_0004.jpg
1926-01-07,AU NBAC N193-101,101,5,A,1926,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-101&files=N193-101_0005.jpg
1926-01-08,AU NBAC N193-101,101,6,M,1926,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-101&files=N193-101_0006.jpg
1926-01-08,AU NBAC N193-101,101,7,N,1926,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-101&files=N193-101_0007.jpg
1926-01-08,AU NBAC N193-101,101,8,N,1926,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-101&files=N193-101_0008.jpg
1926-01-08,AU NBAC N193-101,101,9,A,1926,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-101&files=N193-101_0009.jpg
1926-01-08,AU NBAC N193-101,101,10,A,1926,https://cloudstor.aarnet.edu.au/plus/s/i02k4gxeEpMAUkm/download?path=AU%20NBAC%20N193-101&files=N193-101_0010.jpg
