date,day,pages,reason
1903-05-25,Monday,5,
1903-05-26,Tuesday,5,
1903-05-27,Wednesday,5,
1903-05-28,Thursday,5,
1903-05-29,Friday,5,
1903-05-30,Saturday,2,
1903-05-31,Sunday,0,Sunday
1903-06-01,Monday,5,
1903-06-02,Tuesday,5,
1903-06-03,Wednesday,5,
1903-06-04,Thursday,5,
1903-06-05,Friday,5,
1903-06-06,Saturday,2,
1903-06-07,Sunday,0,Sunday
1903-06-08,Monday,0,Prince of Wales's Birthday
1903-06-09,Tuesday,5,
1903-06-10,Wednesday,5,
1903-06-11,Thursday,5,
1903-06-12,Friday,5,
1903-06-13,Saturday,2,
1903-06-14,Sunday,0,Sunday
1903-06-15,Monday,5,
1903-06-16,Tuesday,5,
1903-06-17,Wednesday,5,
1903-06-18,Thursday,5,
1903-06-19,Friday,5,
1903-06-20,Saturday,2,
1903-06-21,Sunday,0,Sunday
1903-06-22,Monday,5,
1903-06-23,Tuesday,5,
1903-06-24,Wednesday,5,
1903-06-25,Thursday,5,
1903-06-26,Friday,5,
1903-06-27,Saturday,2,
1903-06-28,Sunday,0,Sunday
1903-06-29,Monday,5,
1903-06-30,Tuesday,5,
1903-07-01,Wednesday,5,
1903-07-02,Thursday,5,
1903-07-03,Friday,5,
1903-07-04,Saturday,2,
1903-07-05,Sunday,0,Sunday
1903-07-06,Monday,5,
1903-07-07,Tuesday,5,
1903-07-08,Wednesday,5,
1903-07-09,Thursday,5,
1903-07-10,Friday,5,
1903-07-11,Saturday,2,
1903-07-12,Sunday,0,Sunday
1903-07-13,Monday,5,
1903-07-14,Tuesday,5,
1903-07-15,Wednesday,5,
1903-07-16,Thursday,5,
1903-07-17,Friday,5,
1903-07-18,Saturday,2,
1903-07-19,Sunday,0,Sunday
1903-07-20,Monday,5,
1903-07-21,Tuesday,5,
1903-07-22,Wednesday,5,
1903-07-23,Thursday,5,
1903-07-24,Friday,5,
1903-07-25,Saturday,2,
1903-07-26,Sunday,0,Sunday
1903-07-27,Monday,5,
1903-07-28,Tuesday,5,
1903-07-29,Wednesday,5,
1903-07-30,Thursday,5,
1903-07-31,Friday,5,
1903-08-01,Saturday,2,
1903-08-02,Sunday,0,Sunday
1903-08-03,Monday,0,Bank Holiday
1903-08-04,Tuesday,5,
1903-08-05,Wednesday,5,
1903-08-06,Thursday,5,
1903-08-07,Friday,5,
1903-08-08,Saturday,2,
1903-08-09,Sunday,0,Sunday
1903-08-10,Monday,5,
1903-08-11,Tuesday,5,
1903-08-12,Wednesday,5,
1903-08-13,Thursday,5,
1903-08-14,Friday,5,
1903-08-15,Saturday,2,
1903-08-16,Sunday,0,Sunday
1903-08-17,Monday,5,
1903-08-18,Tuesday,5,
1903-08-19,Wednesday,5,
1903-08-20,Thursday,5,
1903-08-21,Friday,5,
1903-08-22,Saturday,2,
1903-08-23,Sunday,0,Sunday
1903-08-24,Monday,5,
1903-08-25,Tuesday,5,
1903-08-26,Wednesday,5,
1903-08-27,Thursday,5,
1903-08-28,Friday,5,
1903-08-29,Saturday,2,
1903-08-30,Sunday,0,Sunday
1903-08-31,Monday,5,
1903-09-01,Tuesday,5,
1903-09-02,Wednesday,5,
1903-09-03,Thursday,5,
1903-09-04,Friday,5,
1903-09-05,Saturday,2,
1903-09-06,Sunday,0,Sunday
1903-09-07,Monday,5,
1903-09-08,Tuesday,4,
1903-09-09,Wednesday,5,
1903-09-10,Thursday,5,
1903-09-11,Friday,5,
1903-09-12,Saturday,2,
1903-09-13,Sunday,0,Sunday
1903-09-14,Monday,5,
1903-09-15,Tuesday,5,
1903-09-16,Wednesday,5,
1903-09-17,Thursday,5,
1903-09-18,Friday,5,
1903-09-19,Saturday,2,
1903-09-20,Sunday,0,Sunday
1903-09-21,Monday,5,
1903-09-22,Tuesday,5,
1903-09-23,Wednesday,5,
1903-09-24,Thursday,5,
1903-09-25,Friday,5,
1903-09-26,Saturday,2,
1903-09-27,Sunday,0,Sunday
1903-09-28,Monday,5,
1903-09-29,Tuesday,5,
1903-09-30,Wednesday,5,
1903-10-01,Thursday,3,
1903-10-02,Friday,5,
1903-10-03,Saturday,2,
1903-10-04,Sunday,0,Sunday
1903-10-05,Monday,0,Labour Day
1903-10-06,Tuesday,5,
1903-10-07,Wednesday,5,
1903-10-08,Thursday,5,
1903-10-09,Friday,5,
1903-10-10,Saturday,2,
1903-10-11,Sunday,0,Sunday
1903-10-12,Monday,5,
1903-10-13,Tuesday,5,
1903-10-14,Wednesday,5,
1903-10-15,Thursday,5,
1903-10-16,Friday,5,
1903-10-17,Saturday,2,
1903-10-18,Sunday,0,Sunday
1903-10-19,Monday,5,
1903-10-20,Tuesday,5,
1903-10-21,Wednesday,5,
1903-10-22,Thursday,5,
1903-10-23,Friday,5,
1903-10-24,Saturday,2,
1903-10-25,Sunday,0,Sunday
1903-10-26,Monday,5,
1903-10-27,Tuesday,5,
1903-10-28,Wednesday,5,
1903-10-29,Thursday,5,
1903-10-30,Friday,5,
1903-10-31,Saturday,2,
1903-11-01,Sunday,0,Sunday
1903-11-02,Monday,5,
1903-11-03,Tuesday,5,
1903-11-04,Wednesday,5,
1903-11-05,Thursday,5,
1903-11-06,Friday,5,
1903-11-07,Saturday,2,
1903-11-08,Sunday,0,Sunday
1903-11-09,Monday,0,King's Birthday
1903-11-10,Tuesday,5,
1903-11-11,Wednesday,5,
1903-11-12,Thursday,5,
1903-11-13,Friday,5,
1903-11-14,Saturday,2,
1903-11-15,Sunday,0,Sunday
1903-11-16,Monday,5,
1903-11-17,Tuesday,5,
1903-11-18,Wednesday,5,
1903-11-19,Thursday,5,
1903-11-20,Friday,5,
1903-11-21,Saturday,2,
1903-11-22,Sunday,0,Sunday
1903-11-23,Monday,5,
1903-11-24,Tuesday,5,
1903-11-25,Wednesday,5,
1903-11-26,Thursday,5,
1903-11-27,Friday,5,
1903-11-28,Saturday,2,
1903-11-29,Sunday,0,Sunday
1903-11-30,Monday,5,
1903-12-01,Tuesday,5,
1903-12-02,Wednesday,5,
1903-12-03,Thursday,5,
1903-12-04,Friday,5,
1903-12-05,Saturday,2,
1903-12-06,Sunday,0,Sunday
1903-12-07,Monday,5,
1903-12-08,Tuesday,5,
1903-12-09,Wednesday,5,
1903-12-10,Thursday,5,
1903-12-11,Friday,5,
1903-12-12,Saturday,2,
1903-12-13,Sunday,0,Sunday
1903-12-14,Monday,5,
1903-12-15,Tuesday,5,
1903-12-16,Wednesday,0,No pages
1903-12-17,Thursday,5,
1903-12-18,Friday,5,
1903-12-19,Saturday,2,
1903-12-20,Sunday,0,Sunday
1903-12-21,Monday,5,
1903-12-22,Tuesday,5,
1903-12-23,Wednesday,5,
1903-12-24,Thursday,3,
1903-12-25,Friday,0,Christmas Day
1903-12-26,Saturday,0,Boxing Day
1903-12-27,Sunday,0,Sunday
1903-12-28,Monday,0,No pages
1903-12-29,Tuesday,0,No pages
1903-12-30,Wednesday,0,No pages
1903-12-31,Thursday,0,No pages
1904-01-01,Friday,0,New Years day
1904-01-02,Saturday,0,No pages
1904-01-03,Sunday,0,Sunday
1904-01-04,Monday,0,No pages
1904-01-05,Tuesday,5,
1904-01-06,Wednesday,5,
1904-01-07,Thursday,5,
1904-01-08,Friday,5,
1904-01-09,Saturday,2,
1904-01-10,Sunday,0,Sunday
1904-01-11,Monday,5,
1904-01-12,Tuesday,5,
1904-01-13,Wednesday,5,
1904-01-14,Thursday,5,
1904-01-15,Friday,5,
1904-01-16,Saturday,2,
1904-01-17,Sunday,0,Sunday
1904-01-18,Monday,5,
1904-01-19,Tuesday,5,
1904-01-20,Wednesday,3,
1904-01-21,Thursday,5,
1904-01-22,Friday,5,
1904-01-23,Saturday,2,
1904-01-24,Sunday,0,Sunday
1904-01-25,Monday,5,
1904-01-26,Tuesday,0,Anniversary Day
1904-01-27,Wednesday,5,
1904-01-28,Thursday,5,
1904-01-29,Friday,5,
1904-01-30,Saturday,2,
1904-01-31,Sunday,0,Sunday
1904-02-01,Monday,5,
1904-02-02,Tuesday,5,
1904-02-03,Wednesday,5,
1904-02-04,Thursday,5,
1904-02-05,Friday,5,
1904-02-06,Saturday,2,
1904-02-07,Sunday,0,Sunday
1904-02-08,Monday,5,
1904-02-09,Tuesday,5,
1904-02-10,Wednesday,5,
1904-02-11,Thursday,5,
1904-02-12,Friday,5,
1904-02-13,Saturday,2,
1904-02-14,Sunday,0,Sunday
1904-02-15,Monday,5,
1904-02-16,Tuesday,5,
1904-02-17,Wednesday,5,
1904-02-18,Thursday,5,
1904-02-19,Friday,5,
1904-02-20,Saturday,2,
1904-02-21,Sunday,0,Sunday
1904-02-22,Monday,5,
1904-02-23,Tuesday,5,
1904-02-24,Wednesday,5,
1904-02-25,Thursday,5,
1904-02-26,Friday,5,
1904-02-27,Saturday,2,
1904-02-28,Sunday,0,Sunday
1904-02-29,Monday,5,
1904-03-01,Tuesday,5,
1904-03-02,Wednesday,5,
1904-03-03,Thursday,5,
1904-03-04,Friday,5,
1904-03-05,Saturday,2,
1904-03-06,Sunday,0,Sunday
1904-03-07,Monday,5,
1904-03-08,Tuesday,5,
1904-03-09,Wednesday,5,
1904-03-10,Thursday,5,
1904-03-11,Friday,5,
1904-03-12,Saturday,2,
1904-03-13,Sunday,0,Sunday
1904-03-14,Monday,5,
1904-03-15,Tuesday,5,
1904-03-16,Wednesday,5,
1904-03-17,Thursday,5,
1904-03-18,Friday,5,
1904-03-19,Saturday,2,
1904-03-20,Sunday,0,Sunday
1904-03-21,Monday,5,
1904-03-22,Tuesday,5,
1904-03-23,Wednesday,5,
1904-03-24,Thursday,5,
1904-03-25,Friday,5,
1904-03-26,Saturday,2,
1904-03-27,Sunday,0,Sunday
1904-03-28,Monday,5,
1904-03-29,Tuesday,5,
1904-03-30,Wednesday,5,
1904-03-31,Thursday,3,
1904-04-01,Friday,0,Good Friday
1904-04-02,Saturday,0,Easter Saturday
1904-04-03,Sunday,0,Sunday
1904-04-04,Monday,0,Easter Monday
1904-04-05,Tuesday,0,No pages
1904-04-06,Wednesday,5,
1904-04-07,Thursday,5,
1904-04-08,Friday,5,
1904-04-09,Saturday,2,
1904-04-10,Sunday,0,Sunday
1904-04-11,Monday,5,
1904-04-12,Tuesday,5,
1904-04-13,Wednesday,5,
1904-04-14,Thursday,5,
1904-04-15,Friday,5,
1904-04-16,Saturday,2,
1904-04-17,Sunday,0,Sunday
1904-04-18,Monday,5,
1904-04-19,Tuesday,5,
1904-04-20,Wednesday,5,
1904-04-21,Thursday,5,
1904-04-22,Friday,5,
1904-04-23,Saturday,2,
1904-04-24,Sunday,0,Sunday
1904-04-25,Monday,5,
1904-04-26,Tuesday,5,
1904-04-27,Wednesday,5,
1904-04-28,Thursday,5,
1904-04-29,Friday,5,
1904-04-30,Saturday,2,
1904-05-01,Sunday,0,Sunday
1904-05-02,Monday,5,
1904-05-03,Tuesday,5,
1904-05-04,Wednesday,5,
1904-05-05,Thursday,5,
1904-05-06,Friday,5,
1904-05-07,Saturday,2,
1904-05-08,Sunday,0,Sunday
1904-05-09,Monday,5,
1904-05-10,Tuesday,5,
1904-05-11,Wednesday,5,
1904-05-12,Thursday,5,
1904-05-13,Friday,5,
1904-05-14,Saturday,2,
1904-05-15,Sunday,0,Sunday
1904-05-16,Monday,5,
1904-05-17,Tuesday,5,
1904-05-18,Wednesday,5,
1904-05-19,Thursday,5,
1904-05-20,Friday,5,
1904-05-21,Saturday,2,
1904-05-22,Sunday,0,Sunday
1904-05-23,Monday,5,
1904-05-24,Tuesday,5,
1904-05-25,Wednesday,5,
1904-05-26,Thursday,5,
1904-05-27,Friday,5,
1904-05-28,Saturday,2,
1904-05-29,Sunday,0,Sunday
1904-05-30,Monday,5,
1904-05-31,Tuesday,5,
1904-06-01,Wednesday,5,
1904-06-02,Thursday,5,
1904-06-03,Friday,5,
1904-06-04,Saturday,2,
1904-06-05,Sunday,0,Sunday
1904-06-06,Monday,0,Prince of Wales's Birthday
1904-06-07,Tuesday,5,
1904-06-08,Wednesday,5,
1904-06-09,Thursday,5,
1904-06-10,Friday,5,
1904-06-11,Saturday,2,
1904-06-12,Sunday,0,Sunday
1904-06-13,Monday,5,
1904-06-14,Tuesday,5,
1904-06-15,Wednesday,5,
1904-06-16,Thursday,5,
1904-06-17,Friday,5,
1904-06-18,Saturday,2,
1904-06-19,Sunday,0,Sunday
1904-06-20,Monday,5,
1904-06-21,Tuesday,5,
1904-06-22,Wednesday,5,
1904-06-23,Thursday,5,
1904-06-24,Friday,5,
1904-06-25,Saturday,2,
1904-06-26,Sunday,0,Sunday
1904-06-27,Monday,5,
1904-06-28,Tuesday,5,
1904-06-29,Wednesday,5,
1904-06-30,Thursday,5,
1904-07-01,Friday,5,
1904-07-02,Saturday,2,
1904-07-03,Sunday,0,Sunday
1904-07-04,Monday,5,
1904-07-05,Tuesday,5,
1904-07-06,Wednesday,5,
1904-07-07,Thursday,5,
1904-07-08,Friday,5,
1904-07-09,Saturday,2,
1904-07-10,Sunday,0,Sunday
1904-07-11,Monday,5,
1904-07-12,Tuesday,5,
1904-07-13,Wednesday,5,
1904-07-14,Thursday,5,
1904-07-15,Friday,5,
1904-07-16,Saturday,2,
1904-07-17,Sunday,0,Sunday
1904-07-18,Monday,5,
1904-07-19,Tuesday,5,
1904-07-20,Wednesday,5,
1904-07-21,Thursday,5,
1904-07-22,Friday,5,
1904-07-23,Saturday,2,
1904-07-24,Sunday,0,Sunday
1904-07-25,Monday,5,
1904-07-26,Tuesday,5,
1904-07-27,Wednesday,5,
1904-07-28,Thursday,5,
1904-07-29,Friday,5,
1904-07-30,Saturday,2,
1904-07-31,Sunday,0,Sunday
1904-08-01,Monday,0,Bank Holiday
1904-08-02,Tuesday,5,
1904-08-03,Wednesday,5,
1904-08-04,Thursday,5,
1904-08-05,Friday,5,
1904-08-06,Saturday,2,
1904-08-07,Sunday,0,Sunday
1904-08-08,Monday,5,
1904-08-09,Tuesday,5,
1904-08-10,Wednesday,5,
1904-08-11,Thursday,5,
1904-08-12,Friday,5,
1904-08-13,Saturday,2,
1904-08-14,Sunday,0,Sunday
1904-08-15,Monday,3,
1904-08-16,Tuesday,5,
1904-08-17,Wednesday,5,
1904-08-18,Thursday,5,
1904-08-19,Friday,5,
1904-08-20,Saturday,2,
1904-08-21,Sunday,0,Sunday
1904-08-22,Monday,5,
1904-08-23,Tuesday,5,
1904-08-24,Wednesday,5,
1904-08-25,Thursday,5,
1904-08-26,Friday,5,
1904-08-27,Saturday,2,
1904-08-28,Sunday,0,Sunday
1904-08-29,Monday,5,
1904-08-30,Tuesday,5,
1904-08-31,Wednesday,5,
1904-09-01,Thursday,5,
1904-09-02,Friday,5,
1904-09-03,Saturday,2,
1904-09-04,Sunday,0,Sunday
1904-09-05,Monday,5,
1904-09-06,Tuesday,5,
1904-09-07,Wednesday,5,
1904-09-08,Thursday,5,
1904-09-09,Friday,5,
1904-09-10,Saturday,2,
1904-09-11,Sunday,0,Sunday
1904-09-12,Monday,5,
1904-09-13,Tuesday,5,
1904-09-14,Wednesday,5,
1904-09-15,Thursday,5,
1904-09-16,Friday,5,
1904-09-17,Saturday,2,
1904-09-18,Sunday,0,Sunday
1904-09-19,Monday,5,
1904-09-20,Tuesday,5,
1904-09-21,Wednesday,5,
1904-09-22,Thursday,5,
1904-09-23,Friday,5,
1904-09-24,Saturday,2,
1904-09-25,Sunday,0,Sunday
1904-09-26,Monday,5,
1904-09-27,Tuesday,5,
1904-09-28,Wednesday,5,
1904-09-29,Thursday,5,
1904-09-30,Friday,5,
1904-10-01,Saturday,2,
1904-10-02,Sunday,0,Sunday
1904-10-03,Monday,0,Labour Day
1904-10-04,Tuesday,5,
1904-10-05,Wednesday,5,
1904-10-06,Thursday,5,
1904-10-07,Friday,5,
1904-10-08,Saturday,2,
1904-10-09,Sunday,0,Sunday
1904-10-10,Monday,5,
1904-10-11,Tuesday,5,
1904-10-12,Wednesday,5,
1904-10-13,Thursday,5,
1904-10-14,Friday,5,
1904-10-15,Saturday,2,
1904-10-16,Sunday,0,Sunday
1904-10-17,Monday,5,
1904-10-18,Tuesday,5,
1904-10-19,Wednesday,5,
1904-10-20,Thursday,5,
1904-10-21,Friday,5,
1904-10-22,Saturday,2,
1904-10-23,Sunday,0,Sunday
1904-10-24,Monday,5,
1904-10-25,Tuesday,5,
1904-10-26,Wednesday,5,
1904-10-27,Thursday,5,
1904-10-28,Friday,5,
1904-10-29,Saturday,2,
1904-10-30,Sunday,0,Sunday
1904-10-31,Monday,5,
1904-11-01,Tuesday,5,
1904-11-02,Wednesday,5,
1904-11-03,Thursday,5,
1904-11-04,Friday,5,
1904-11-05,Saturday,2,
1904-11-06,Sunday,0,Sunday
1904-11-07,Monday,5,
1904-11-08,Tuesday,5,
1904-11-09,Wednesday,5,
1904-11-10,Thursday,5,
1904-11-11,Friday,5,
1904-11-12,Saturday,2,
1904-11-13,Sunday,0,Sunday
1904-11-14,Monday,0,King's Birthday
1904-11-15,Tuesday,5,
1904-11-16,Wednesday,5,
1904-11-17,Thursday,5,
1904-11-18,Friday,5,
1904-11-19,Saturday,2,
1904-11-20,Sunday,0,Sunday
1904-11-21,Monday,5,
1904-11-22,Tuesday,5,
1904-11-23,Wednesday,5,
1904-11-24,Thursday,5,
1904-11-25,Friday,5,
1904-11-26,Saturday,2,
1904-11-27,Sunday,0,Sunday
1904-11-28,Monday,5,
1904-11-29,Tuesday,5,
1904-11-30,Wednesday,5,
1904-12-01,Thursday,5,
1904-12-02,Friday,5,
1904-12-03,Saturday,2,
1904-12-04,Sunday,0,Sunday
1904-12-05,Monday,5,
1904-12-06,Tuesday,5,
1904-12-07,Wednesday,5,
1904-12-08,Thursday,5,
1904-12-09,Friday,5,
1904-12-10,Saturday,2,
1904-12-11,Sunday,0,Sunday
1904-12-12,Monday,5,
1904-12-13,Tuesday,5,
1904-12-14,Wednesday,5,
1904-12-15,Thursday,5,
1904-12-16,Friday,5,
1904-12-17,Saturday,2,
1904-12-18,Sunday,0,Sunday
1904-12-19,Monday,5,
1904-12-20,Tuesday,5,
1904-12-21,Wednesday,5,
1904-12-22,Thursday,5,
1904-12-23,Friday,3,
1904-12-24,Saturday,0,No pages
1904-12-25,Sunday,0,Sunday
1904-12-26,Monday,0,Christmas Day
1904-12-27,Tuesday,0,Boxing Day
1904-12-28,Wednesday,0,No pages
1904-12-29,Thursday,0,No pages
1904-12-30,Friday,0,No pages
1904-12-31,Saturday,0,No pages
1905-01-01,Sunday,0,Sunday
1905-01-02,Monday,0,New Years day
1905-01-03,Tuesday,0,No pages
1905-01-04,Wednesday,0,No pages
1905-01-05,Thursday,5,
1905-01-06,Friday,5,
1905-01-07,Saturday,2,
1905-01-08,Sunday,0,Sunday
1905-01-09,Monday,5,
1905-01-10,Tuesday,5,
1905-01-11,Wednesday,5,
1905-01-12,Thursday,5,
1905-01-13,Friday,5,
1905-01-14,Saturday,2,
1905-01-15,Sunday,0,Sunday
1905-01-16,Monday,5,
1905-01-17,Tuesday,5,
1905-01-18,Wednesday,5,
1905-01-19,Thursday,5,
1905-01-20,Friday,5,
1905-01-21,Saturday,2,
1905-01-22,Sunday,0,Sunday
1905-01-23,Monday,5,
1905-01-24,Tuesday,5,
1905-01-25,Wednesday,5,
1905-01-26,Thursday,5,
1905-01-27,Friday,5,
1905-01-28,Saturday,2,
1905-01-29,Sunday,0,Sunday
1905-01-30,Monday,0,Anniversary Day
1905-01-31,Tuesday,5,
1905-02-01,Wednesday,5,
1905-02-02,Thursday,5,
1905-02-03,Friday,5,
1905-02-04,Saturday,2,
1905-02-05,Sunday,0,Sunday
1905-02-06,Monday,5,
1905-02-07,Tuesday,5,
1905-02-08,Wednesday,5,
1905-02-09,Thursday,5,
1905-02-10,Friday,5,
1905-02-11,Saturday,2,
1905-02-12,Sunday,0,Sunday
1905-02-13,Monday,5,
1905-02-14,Tuesday,5,
1905-02-15,Wednesday,5,
1905-02-16,Thursday,5,
1905-02-17,Friday,5,
1905-02-18,Saturday,2,
1905-02-19,Sunday,0,Sunday
1905-02-20,Monday,5,
1905-02-21,Tuesday,5,
1905-02-22,Wednesday,5,
1905-02-23,Thursday,5,
1905-02-24,Friday,5,
1905-02-25,Saturday,2,
1905-02-26,Sunday,0,Sunday
1905-02-27,Monday,5,
1905-02-28,Tuesday,5,
1905-03-01,Wednesday,5,
1905-03-02,Thursday,5,
1905-03-03,Friday,5,
1905-03-04,Saturday,2,
1905-03-05,Sunday,0,Sunday
1905-03-06,Monday,5,
1905-03-07,Tuesday,5,
1905-03-08,Wednesday,5,
1905-03-09,Thursday,5,
1905-03-10,Friday,5,
1905-03-11,Saturday,2,
1905-03-12,Sunday,0,Sunday
1905-03-13,Monday,5,
1905-03-14,Tuesday,5,
1905-03-15,Wednesday,5,
1905-03-16,Thursday,5,
1905-03-17,Friday,5,
1905-03-18,Saturday,2,
1905-03-19,Sunday,0,Sunday
1905-03-20,Monday,5,
1905-03-21,Tuesday,5,
1905-03-22,Wednesday,5,
1905-03-23,Thursday,5,
1905-03-24,Friday,5,
1905-03-25,Saturday,2,
1905-03-26,Sunday,0,Sunday
1905-03-27,Monday,5,
1905-03-28,Tuesday,5,
1905-03-29,Wednesday,5,
1905-03-30,Thursday,5,
1905-03-31,Friday,5,
1905-04-01,Saturday,2,
1905-04-02,Sunday,0,Sunday
1905-04-03,Monday,5,
1905-04-04,Tuesday,5,
1905-04-05,Wednesday,5,
1905-04-06,Thursday,5,
1905-04-07,Friday,5,
1905-04-08,Saturday,2,
1905-04-09,Sunday,0,Sunday
1905-04-10,Monday,5,
1905-04-11,Tuesday,5,
1905-04-12,Wednesday,5,
1905-04-13,Thursday,5,
1905-04-14,Friday,5,
1905-04-15,Saturday,2,
1905-04-16,Sunday,0,Sunday
1905-04-17,Monday,5,
1905-04-18,Tuesday,5,
1905-04-19,Wednesday,5,
1905-04-20,Thursday,3,
1905-04-21,Friday,0,Good Friday
1905-04-22,Saturday,0,Easter Saturday
1905-04-23,Sunday,0,Sunday
1905-04-24,Monday,0,Easter Monday
1905-04-25,Tuesday,0,Easter Tuesday
1905-04-26,Wednesday,0,Easter Wednesday
1905-04-27,Thursday,5,
1905-04-28,Friday,5,
1905-04-29,Saturday,2,
1905-04-30,Sunday,0,Sunday
1905-05-01,Monday,5,
1905-05-02,Tuesday,5,
1905-05-03,Wednesday,5,
1905-05-04,Thursday,5,
1905-05-05,Friday,5,
1905-05-06,Saturday,2,
1905-05-07,Sunday,0,Sunday
1905-05-08,Monday,5,
1905-05-09,Tuesday,5,
1905-05-10,Wednesday,5,
1905-05-11,Thursday,5,
1905-05-12,Friday,5,
1905-05-13,Saturday,2,
1905-05-14,Sunday,0,Sunday
1905-05-15,Monday,5,
1905-05-16,Tuesday,5,
1905-05-17,Wednesday,5,
1905-05-18,Thursday,5,
1905-05-19,Friday,5,
1905-05-20,Saturday,2,
1905-05-21,Sunday,0,Sunday
1905-05-22,Monday,5,
1905-05-23,Tuesday,5,
1905-05-24,Wednesday,5,
1905-05-25,Thursday,5,
1905-05-26,Friday,5,
1905-05-27,Saturday,2,
1905-05-28,Sunday,0,Sunday
1905-05-29,Monday,5,
1905-05-30,Tuesday,5,
1905-05-31,Wednesday,5,
1905-06-01,Thursday,5,
1905-06-02,Friday,5,
1905-06-03,Saturday,2,
1905-06-04,Sunday,0,Sunday
1905-06-05,Monday,0,Prince of Wales's Birthday
1905-06-06,Tuesday,5,
1905-06-07,Wednesday,5,
1905-06-08,Thursday,5,
1905-06-09,Friday,5,
1905-06-10,Saturday,2,
1905-06-11,Sunday,0,Sunday
1905-06-12,Monday,5,
1905-06-13,Tuesday,5,
1905-06-14,Wednesday,5,
1905-06-15,Thursday,5,
1905-06-16,Friday,5,
1905-06-17,Saturday,2,
1905-06-18,Sunday,0,Sunday
1905-06-19,Monday,5,
1905-06-20,Tuesday,5,
1905-06-21,Wednesday,5,
1905-06-22,Thursday,5,
1905-06-23,Friday,5,
1905-06-24,Saturday,2,
1905-06-25,Sunday,0,Sunday
1905-06-26,Monday,5,
1905-06-27,Tuesday,5,
1905-06-28,Wednesday,5,
1905-06-29,Thursday,5,
1905-06-30,Friday,5,
1905-07-01,Saturday,2,
1905-07-02,Sunday,0,Sunday
1905-07-03,Monday,5,
1905-07-04,Tuesday,5,
1905-07-05,Wednesday,5,
1905-07-06,Thursday,5,
1905-07-07,Friday,5,
1905-07-08,Saturday,2,
1905-07-09,Sunday,0,Sunday
1905-07-10,Monday,5,
1905-07-11,Tuesday,5,
1905-07-12,Wednesday,5,
1905-07-13,Thursday,5,
1905-07-14,Friday,5,
1905-07-15,Saturday,2,
1905-07-16,Sunday,0,Sunday
1905-07-17,Monday,5,
1905-07-18,Tuesday,5,
1905-07-19,Wednesday,5,
1905-07-20,Thursday,5,
1905-07-21,Friday,5,
1905-07-22,Saturday,2,
1905-07-23,Sunday,0,Sunday
1905-07-24,Monday,5,
1905-07-25,Tuesday,5,
1905-07-26,Wednesday,5,
1905-07-27,Thursday,5,
1905-07-28,Friday,5,
1905-07-29,Saturday,2,
1905-07-30,Sunday,0,Sunday
1905-07-31,Monday,5,
1905-08-01,Tuesday,5,
1905-08-02,Wednesday,5,
1905-08-03,Thursday,5,
1905-08-04,Friday,5,
1905-08-05,Saturday,2,
1905-08-06,Sunday,0,Sunday
1905-08-07,Monday,0,Bank Holiday
1905-08-08,Tuesday,5,
1905-08-09,Wednesday,5,
1905-08-10,Thursday,5,
1905-08-11,Friday,5,
1905-08-12,Saturday,2,
1905-08-13,Sunday,0,Sunday
1905-08-14,Monday,5,
1905-08-15,Tuesday,5,
1905-08-16,Wednesday,5,
1905-08-17,Thursday,5,
1905-08-18,Friday,5,
1905-08-19,Saturday,2,
1905-08-20,Sunday,0,Sunday
1905-08-21,Monday,5,
1905-08-22,Tuesday,5,
1905-08-23,Wednesday,5,
1905-08-24,Thursday,5,
1905-08-25,Friday,5,
1905-08-26,Saturday,2,
1905-08-27,Sunday,0,Sunday
1905-08-28,Monday,5,
1905-08-29,Tuesday,5,
1905-08-30,Wednesday,5,
1905-08-31,Thursday,5,
1905-09-01,Friday,5,
1905-09-02,Saturday,2,
1905-09-03,Sunday,0,Sunday
1905-09-04,Monday,5,
1905-09-05,Tuesday,5,
1905-09-06,Wednesday,5,
1905-09-07,Thursday,5,
1905-09-08,Friday,5,
1905-09-09,Saturday,2,
1905-09-10,Sunday,0,Sunday
1905-09-11,Monday,5,
1905-09-12,Tuesday,5,
1905-09-13,Wednesday,5,
1905-09-14,Thursday,5,
1905-09-15,Friday,5,
1905-09-16,Saturday,2,
1905-09-17,Sunday,0,Sunday
1905-09-18,Monday,5,
1905-09-19,Tuesday,5,
1905-09-20,Wednesday,5,
1905-09-21,Thursday,5,
1905-09-22,Friday,5,
1905-09-23,Saturday,2,
1905-09-24,Sunday,0,Sunday
1905-09-25,Monday,5,
1905-09-26,Tuesday,5,
1905-09-27,Wednesday,5,
1905-09-28,Thursday,5,
1905-09-29,Friday,5,
1905-09-30,Saturday,2,
1905-10-01,Sunday,0,Sunday
1905-10-02,Monday,0,Labour Day
1905-10-03,Tuesday,5,
1905-10-04,Wednesday,5,
1905-10-05,Thursday,5,
1905-10-06,Friday,5,
1905-10-07,Saturday,2,
1905-10-08,Sunday,0,Sunday
1905-10-09,Monday,5,
1905-10-10,Tuesday,5,
1905-10-11,Wednesday,5,
1905-10-12,Thursday,5,
1905-10-13,Friday,5,
1905-10-14,Saturday,2,
1905-10-15,Sunday,0,Sunday
1905-10-16,Monday,5,
1905-10-17,Tuesday,5,
1905-10-18,Wednesday,5,
1905-10-19,Thursday,5,
1905-10-20,Friday,5,
1905-10-21,Saturday,2,
1905-10-22,Sunday,0,Sunday
1905-10-23,Monday,5,
